message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.666549])";"30";"turtlesim1.sim";"1694795453.647457737";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.674824])";"30";"turtlesim1.sim";"1694795453.631130411";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.683100])";"30";"turtlesim1.sim";"1694795453.615882054";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.691376])";"30";"turtlesim1.sim";"1694795453.599409343";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.699652])";"30";"turtlesim1.sim";"1694795453.584019074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.707928])";"30";"turtlesim1.sim";"1694795453.567648090";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.716203])";"30";"turtlesim1.sim";"1694795453.551186449";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.724479])";"30";"turtlesim1.sim";"1694795453.535843039";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.732755])";"30";"turtlesim1.sim";"1694795453.519411424";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.741031])";"30";"turtlesim1.sim";"1694795453.503817148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.883836])";"30";"turtlesim3.sim";"1694795450.634490577";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.883836])";"30";"turtlesim2.sim";"1694795450.626764757";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.749307])";"30";"turtlesim1.sim";"1694795450.623889928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.896768])";"30";"turtlesim3.sim";"1694795450.618617279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.896768])";"30";"turtlesim2.sim";"1694795450.610981073";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.762238])";"30";"turtlesim1.sim";"1694795450.607865537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.909699])";"30";"turtlesim3.sim";"1694795450.602364153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.909699])";"30";"turtlesim2.sim";"1694795450.594977423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.775169])";"30";"turtlesim1.sim";"1694795450.591705553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.922631])";"30";"turtlesim3.sim";"1694795450.587065272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.922631])";"30";"turtlesim2.sim";"1694795450.578804166";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.788101])";"30";"turtlesim1.sim";"1694795450.575346329";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.935562])";"30";"turtlesim3.sim";"1694795450.570554184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.935562])";"30";"turtlesim2.sim";"1694795450.562695852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.801032])";"30";"turtlesim1.sim";"1694795450.559998879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.948493])";"30";"turtlesim3.sim";"1694795450.554989791";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.948493])";"30";"turtlesim2.sim";"1694795450.547371283";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.813963])";"30";"turtlesim1.sim";"1694795450.543680519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.961425])";"30";"turtlesim3.sim";"1694795450.538610604";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.961425])";"30";"turtlesim2.sim";"1694795450.530666769";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.826895])";"30";"turtlesim1.sim";"1694795450.527418008";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.974356])";"30";"turtlesim3.sim";"1694795450.522428050";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.974356])";"30";"turtlesim2.sim";"1694795450.515031498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.839826])";"30";"turtlesim1.sim";"1694795450.511242963";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.987287])";"30";"turtlesim3.sim";"1694795450.506235787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=3.987287])";"30";"turtlesim2.sim";"1694795450.498919509";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.852758])";"30";"turtlesim1.sim";"1694795450.496042595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.000219])";"30";"turtlesim3.sim";"1694795450.490141393";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.000219])";"30";"turtlesim2.sim";"1694795450.482800837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.865689])";"30";"turtlesim1.sim";"1694795450.479752490";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.013150])";"30";"turtlesim3.sim";"1694795450.474747844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.013150])";"30";"turtlesim2.sim";"1694795450.466655575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.878620])";"30";"turtlesim1.sim";"1694795450.463427659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.026081])";"30";"turtlesim3.sim";"1694795450.458513751";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.026081])";"30";"turtlesim2.sim";"1694795450.451454096";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.891552])";"30";"turtlesim1.sim";"1694795450.447169559";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.039013])";"30";"turtlesim3.sim";"1694795450.443106409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.039013])";"30";"turtlesim2.sim";"1694795450.435254908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.904483])";"30";"turtlesim1.sim";"1694795450.431243455";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.051944])";"30";"turtlesim3.sim";"1694795450.426215115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.051944])";"30";"turtlesim2.sim";"1694795450.419180699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.917414])";"30";"turtlesim1.sim";"1694795450.415725995";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.064875])";"30";"turtlesim3.sim";"1694795450.410557513";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.064875])";"30";"turtlesim2.sim";"1694795450.403161321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.930346])";"30";"turtlesim1.sim";"1694795450.399288145";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.077807])";"30";"turtlesim3.sim";"1694795450.394513659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.077807])";"30";"turtlesim2.sim";"1694795450.387007296";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.943277])";"30";"turtlesim1.sim";"1694795450.383890820";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.090738])";"30";"turtlesim3.sim";"1694795450.378292900";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.090738])";"30";"turtlesim2.sim";"1694795450.370892862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.956208])";"30";"turtlesim1.sim";"1694795450.367412320";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.103669])";"30";"turtlesim3.sim";"1694795450.362884857";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.103669])";"30";"turtlesim2.sim";"1694795450.354803505";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.969140])";"30";"turtlesim1.sim";"1694795450.351896273";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.116601])";"30";"turtlesim3.sim";"1694795450.346715613";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.116601])";"30";"turtlesim2.sim";"1694795450.338643013";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.982071])";"30";"turtlesim1.sim";"1694795450.335389120";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.129532])";"30";"turtlesim3.sim";"1694795450.330185805";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.129532])";"30";"turtlesim2.sim";"1694795450.322942548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.995002])";"30";"turtlesim1.sim";"1694795450.319860243";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.142464])";"30";"turtlesim3.sim";"1694795450.314483883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.142464])";"30";"turtlesim2.sim";"1694795450.307248891";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.007934])";"30";"turtlesim1.sim";"1694795450.303975270";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.155395])";"30";"turtlesim3.sim";"1694795450.298753033";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.155395])";"30";"turtlesim2.sim";"1694795450.290672110";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.020865])";"30";"turtlesim1.sim";"1694795450.287912732";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.168326])";"30";"turtlesim3.sim";"1694795450.282683047";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.168326])";"30";"turtlesim2.sim";"1694795450.274898462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.033797])";"30";"turtlesim1.sim";"1694795450.271999416";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.181258])";"30";"turtlesim3.sim";"1694795450.266388382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.181258])";"30";"turtlesim2.sim";"1694795450.259250088";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.046728])";"30";"turtlesim1.sim";"1694795450.255240574";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.194189])";"30";"turtlesim3.sim";"1694795450.250249942";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.194189])";"30";"turtlesim2.sim";"1694795450.242615128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.059659])";"30";"turtlesim1.sim";"1694795450.239455230";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.207120])";"30";"turtlesim3.sim";"1694795450.234462921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.207120])";"30";"turtlesim2.sim";"1694795450.226929593";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.072591])";"30";"turtlesim1.sim";"1694795450.223713829";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.220052])";"30";"turtlesim3.sim";"1694795450.218329814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.220052])";"30";"turtlesim2.sim";"1694795450.210722316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.085522])";"30";"turtlesim1.sim";"1694795450.207389184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.232983])";"30";"turtlesim3.sim";"1694795450.202533331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.232983])";"30";"turtlesim2.sim";"1694795450.194919283";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.098453])";"30";"turtlesim1.sim";"1694795450.191376945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.245914])";"30";"turtlesim3.sim";"1694795450.186286709";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.245914])";"30";"turtlesim2.sim";"1694795450.178710872";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.111385])";"30";"turtlesim1.sim";"1694795450.175267726";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.258846])";"30";"turtlesim3.sim";"1694795450.170944504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.258846])";"30";"turtlesim2.sim";"1694795450.162954935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.124316])";"30";"turtlesim1.sim";"1694795450.159306072";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.271777])";"30";"turtlesim3.sim";"1694795450.154178412";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.271777])";"30";"turtlesim2.sim";"1694795450.147178276";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.137247])";"30";"turtlesim1.sim";"1694795450.143283244";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.284708])";"30";"turtlesim3.sim";"1694795450.138941451";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.284708])";"30";"turtlesim2.sim";"1694795450.131066580";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.150179])";"30";"turtlesim1.sim";"1694795450.127988097";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.297640])";"30";"turtlesim3.sim";"1694795450.122094779";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.297640])";"30";"turtlesim2.sim";"1694795450.115161174";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.163110])";"30";"turtlesim1.sim";"1694795450.111987133";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.310571])";"30";"turtlesim3.sim";"1694795450.106380246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.310571])";"30";"turtlesim2.sim";"1694795450.099264601";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.176041])";"30";"turtlesim1.sim";"1694795450.095886225";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.323503])";"30";"turtlesim3.sim";"1694795450.090203118";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.323503])";"30";"turtlesim2.sim";"1694795450.083085275";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.188973])";"30";"turtlesim1.sim";"1694795450.079755231";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.336434])";"30";"turtlesim3.sim";"1694795450.074817539";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.336434])";"30";"turtlesim2.sim";"1694795450.066819459";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.201904])";"30";"turtlesim1.sim";"1694795450.063496456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.349365])";"30";"turtlesim3.sim";"1694795450.058415838";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.349365])";"30";"turtlesim2.sim";"1694795450.050627150";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.214835])";"30";"turtlesim1.sim";"1694795450.047279335";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.362297])";"30";"turtlesim3.sim";"1694795450.043063481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.362297])";"30";"turtlesim2.sim";"1694795450.035383477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.227767])";"30";"turtlesim1.sim";"1694795450.031959264";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.375228])";"30";"turtlesim3.sim";"1694795450.027072871";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.375228])";"30";"turtlesim2.sim";"1694795450.019126909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.240698])";"30";"turtlesim1.sim";"1694795450.015610093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.388159])";"30";"turtlesim3.sim";"1694795450.009950538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.388159])";"30";"turtlesim2.sim";"1694795450.003386005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.253630])";"30";"turtlesim1.sim";"1694795449.999362489";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.401091])";"30";"turtlesim3.sim";"1694795449.994319779";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.401091])";"30";"turtlesim2.sim";"1694795449.987339588";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.266561])";"30";"turtlesim1.sim";"1694795449.983936456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.414022])";"30";"turtlesim3.sim";"1694795449.978306684";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=4.414022])";"30";"turtlesim2.sim";"1694795449.971226905";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.279492])";"30";"turtlesim1.sim";"1694795449.967505682";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.093635, y=4.426953])";"30";"turtlesim3.sim";"1694795449.962946020";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.093635, y=4.426953])";"30";"turtlesim2.sim";"1694795449.955019427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.292424])";"30";"turtlesim1.sim";"1694795449.951182806";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.305355])";"30";"turtlesim1.sim";"1694795449.935927592";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.318286])";"30";"turtlesim1.sim";"1694795449.919721169";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.331218])";"30";"turtlesim1.sim";"1694795449.903507148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.344149])";"30";"turtlesim1.sim";"1694795449.887379477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.357080])";"30";"turtlesim1.sim";"1694795449.871215237";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.370012])";"30";"turtlesim1.sim";"1694795449.856042602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.382943])";"30";"turtlesim1.sim";"1694795449.839715849";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.395874])";"30";"turtlesim1.sim";"1694795449.823373353";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.408806])";"30";"turtlesim1.sim";"1694795449.807991653";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.421737])";"30";"turtlesim1.sim";"1694795449.791697182";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.434669])";"30";"turtlesim1.sim";"1694795449.775416811";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.447600])";"30";"turtlesim1.sim";"1694795449.759971021";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.460531])";"30";"turtlesim1.sim";"1694795449.743707505";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.473463])";"30";"turtlesim1.sim";"1694795449.727552077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.486394])";"30";"turtlesim1.sim";"1694795449.711324071";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.499325])";"30";"turtlesim1.sim";"1694795449.695987850";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.512257])";"30";"turtlesim1.sim";"1694795449.679572485";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.525188])";"30";"turtlesim1.sim";"1694795449.663311581";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.538119])";"30";"turtlesim1.sim";"1694795449.647998964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.551051])";"30";"turtlesim1.sim";"1694795449.631180956";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.563982])";"30";"turtlesim1.sim";"1694795449.615754445";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.576913])";"30";"turtlesim1.sim";"1694795449.599323958";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.589845])";"30";"turtlesim1.sim";"1694795449.583931112";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.602776])";"30";"turtlesim1.sim";"1694795449.567554392";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.615707])";"30";"turtlesim1.sim";"1694795449.551219780";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.628639])";"30";"turtlesim1.sim";"1694795449.535703437";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.641570])";"30";"turtlesim1.sim";"1694795449.519266632";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.654502])";"30";"turtlesim1.sim";"1694795449.503824825";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.667433])";"30";"turtlesim1.sim";"1694795449.487416657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.680364])";"30";"turtlesim1.sim";"1694795449.471964003";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.693296])";"30";"turtlesim1.sim";"1694795449.455445763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.706227])";"30";"turtlesim1.sim";"1694795449.440016452";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.719158])";"30";"turtlesim1.sim";"1694795449.423111371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.732090])";"30";"turtlesim1.sim";"1694795449.407162918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.745021])";"30";"turtlesim1.sim";"1694795449.391644804";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.757952])";"30";"turtlesim1.sim";"1694795449.376134537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.770884])";"30";"turtlesim1.sim";"1694795449.359749202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.783815])";"30";"turtlesim1.sim";"1694795449.343303206";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.796746])";"30";"turtlesim1.sim";"1694795449.327820874";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.809678])";"30";"turtlesim1.sim";"1694795449.311646842";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.822609])";"30";"turtlesim1.sim";"1694795449.295488681";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.835541])";"30";"turtlesim1.sim";"1694795449.279230643";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.848472])";"30";"turtlesim1.sim";"1694795449.263909308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.861403])";"30";"turtlesim1.sim";"1694795449.247647316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.118160, y=5.874335])";"30";"turtlesim1.sim";"1694795449.231406353";"./src/turtle.cpp:update:260"
